CustomerID,Recency,Frequency,Monetary,Quantity_total,UnitPrice_avg,TotalAmount_total,Total_transaction_total,InvoiceYearMonth_num,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Cluster
12414.0,217,18,423.12,249.0,3.1533333333333333,423.12,423.12,201105,1,2,3,6,,2
12415.0,24,714,36875.01,17030.0,2.3129411764705883,36875.01,36875.01,201111,4,5,5,14,Loyal Customers,1
12417.0,3,192,3056.13,1476.0,3.9881770833333334,3056.13,3056.13,201112,5,5,5,15,Champions,0
12418.0,113,34,635.99,386.0,3.351176470588235,635.99,635.99,201108,2,3,3,8,At Risk,2
12420.0,64,29,536.57,255.0,3.9158620689655175,536.57,536.57,201110,3,2,3,8,Regular Customers,2
12421.0,16,45,670.6,463.0,2.5813333333333333,670.6,670.6,201111,4,3,3,10,Potential Loyalist,2
12422.0,96,39,690.3100000000001,370.0,2.2923076923076926,690.3100000000001,690.3100000000001,201109,2,3,3,8,At Risk,2
12423.0,1,125,1715.61,1339.0,2.2131999999999996,1715.61,1715.61,201112,5,5,4,14,Champions,0
12424.0,163,30,1283.14,499.0,2.780666666666667,1283.14,1283.14,201106,2,3,4,9,At Risk,2
12425.0,78,36,691.8000000000001,436.0,2.3908333333333336,691.8000000000001,691.8000000000001,201109,2,3,3,8,At Risk,2
12426.0,195,30,528.58,258.0,3.2263333333333337,528.58,528.58,201105,1,3,3,7,At Risk,2
12427.0,22,31,678.79,272.0,3.4793548387096775,678.79,678.79,201111,4,3,3,10,Potential Loyalist,2
12428.0,26,294,6265.96,3384.0,2.8600680272108843,6265.96,6265.96,201111,4,5,5,14,Loyal Customers,3
12429.0,9,97,3207.52,1362.0,3.0229896907216496,3207.52,3207.52,201111,5,4,5,14,Champions,0
12430.0,43,11,206.1,117.0,2.8663636363636367,206.1,206.1,201110,3,1,1,5,About To Sleep,2
12431.0,36,234,4920.1,2066.0,3.5435470085470087,4920.1,4920.1,201111,3,5,5,13,Loyal Customers,0
12432.0,43,108,3492.21,1415.0,3.2068518518518516,3492.21,3492.21,201110,3,4,5,12,Loyal Customers,0
12433.0,1,420,10779.25,7355.0,2.1095238095238096,10779.25,10779.25,201112,5,5,5,15,Champions,3
12434.0,85,50,789.84,394.0,3.5096,789.84,789.84,201109,2,3,4,9,At Risk,2
12435.0,80,36,4022.55,911.0,4.529166666666667,4022.55,4022.55,201109,2,3,5,10,,2
12436.0,100,16,444.01000000000005,211.0,3.23625,444.01000000000005,444.01000000000005,201109,2,2,3,7,,2
12437.0,2,199,4066.44,2564.0,2.820854271356784,4066.44,4066.44,201112,5,5,5,15,Champions,0
12438.0,14,98,2458.09,1132.0,2.9683673469387752,2458.09,2458.09,201111,4,4,5,13,Loyal Customers,0
12441.0,367,11,163.05,121.0,2.7463636363636366,163.05,163.05,201012,1,1,1,3,Hibernating,2
12442.0,3,12,151.56,182.0,1.6316666666666666,151.56,151.56,201112,5,1,1,7,New Customers,2
12444.0,21,176,3695.06,1153.0,4.424034090909091,3695.06,3695.06,201111,4,5,5,14,Loyal Customers,0
12445.0,22,4,92.4,62.0,2.8625,92.4,92.4,201111,4,1,1,6,Promising,2
12446.0,58,57,921.86,351.0,3.692982456140351,921.86,921.86,201110,3,3,4,10,Regular Customers,2
12447.0,243,26,447.28999999999996,190.0,3.1569230769230767,447.28999999999996,447.28999999999996,201104,1,2,3,6,,2
12448.0,44,22,328.95,243.0,2.372272727272727,328.95,328.95,201110,3,2,2,7,About To Sleep,2
12449.0,22,191,3716.34,1553.0,3.350732984293194,3716.34,3716.34,201111,4,5,5,14,Loyal Customers,0
12450.0,156,8,176.43,115.0,1.6175,176.43,176.43,201107,2,1,1,4,Hibernating,2
12451.0,11,354,7789.97,5524.0,2.108418079096045,7789.97,7789.97,201111,5,5,5,15,Champions,3
12452.0,17,22,362.67,185.0,2.955454545454545,362.67,362.67,201111,4,2,2,8,Potential Loyalist,2
12453.0,134,43,707.09,473.0,2.393255813953488,707.09,707.09,201107,2,3,3,8,At Risk,2
12454.0,56,15,1628.1100000000001,362.0,4.725333333333333,1628.1100000000001,1628.1100000000001,201110,3,2,4,9,Regular Customers,2
12455.0,73,90,1789.68,1295.0,2.167777777777778,1789.68,1789.68,201109,2,4,5,11,,0
12456.0,44,125,2470.36,1496.0,2.65696,2470.36,2470.36,201110,3,5,5,13,Loyal Customers,0
12457.0,66,62,1669.39,675.0,3.2691935483870966,1669.39,1669.39,201110,3,4,4,11,Loyal Customers,2
12458.0,71,38,782.15,449.0,2.5631578947368423,782.15,782.15,201109,3,3,3,9,Needs Attention,2
12461.0,94,35,651.58,287.0,3.2502857142857144,651.58,651.58,201109,2,3,3,8,At Risk,2
12462.0,19,62,933.86,494.0,3.481451612903226,933.86,933.86,201111,4,4,4,12,Loyal Customers,2
12463.0,53,83,1245.38,776.0,2.38144578313253,1245.38,1245.38,201110,3,4,4,11,Loyal Customers,2
12464.0,10,29,691.5,112.0,6.817241379310344,691.5,691.5,201111,5,2,3,10,Potential Loyalist,2
12465.0,17,47,689.44,458.0,2.388723404255319,689.44,689.44,201111,4,3,3,10,Potential Loyalist,2
12468.0,188,38,661.04,357.0,2.7597368421052635,661.04,661.04,201106,1,3,3,7,At Risk,2
12471.0,2,459,13887.5,6678.0,2.6466666666666665,13887.5,13887.5,201112,5,5,5,15,Champions,3
12472.0,32,339,5955.75,4037.0,2.04117994100295,5955.75,5955.75,201111,4,5,5,14,Loyal Customers,3
12473.0,29,165,2573.55,2144.0,1.875030303030303,2573.55,2573.55,201111,4,5,5,14,Loyal Customers,0
12474.0,17,422,6758.97,4644.0,2.2188151658767774,6758.97,6758.97,201111,4,5,5,14,Loyal Customers,3
12475.0,54,36,664.81,414.0,2.6369444444444445,664.81,664.81,201110,3,3,3,9,Needs Attention,2
12476.0,16,233,5542.6,2283.0,3.753562231759657,5542.6,5542.6,201111,4,5,5,14,Loyal Customers,0
12477.0,23,300,11221.94,3189.0,4.043033333333334,11221.94,11221.94,201111,4,5,5,14,Loyal Customers,3
12478.0,4,36,562.09,236.0,3.435,562.09,562.09,201112,5,3,3,11,Potential Loyalist,2
12479.0,11,31,486.35,385.0,2.218709677419355,486.35,486.35,201111,5,3,3,11,Potential Loyalist,2
12480.0,28,154,2684.45,1470.0,2.694155844155844,2684.45,2684.45,201111,4,5,5,14,Loyal Customers,0
12481.0,23,216,4621.79,2951.0,2.63125,4621.79,4621.79,201111,4,5,5,14,Loyal Customers,0
12483.0,17,75,1892.2,1011.0,2.751466666666667,1892.2,1892.2,201111,4,4,5,13,Loyal Customers,0
12484.0,33,343,3914.75,2115.0,2.7320116618075803,3914.75,3914.75,201111,4,5,5,14,Loyal Customers,0
12488.0,10,55,1154.21,520.0,3.1674545454545457,1154.21,1154.21,201111,5,3,4,12,,2
12489.0,336,15,281.43,105.0,4.288,281.43,281.43,201101,1,2,2,5,Hibernating,2
12490.0,5,245,4812.62,2893.0,2.2242857142857146,4812.62,4812.62,201112,5,5,5,15,Champions,0
12491.0,39,26,405.8,215.0,2.9173076923076926,405.8,405.8,201111,3,2,2,7,About To Sleep,2
12492.0,63,20,242.21,192.0,2.2975000000000003,242.21,242.21,201110,3,2,2,7,About To Sleep,2
12493.0,166,22,385.32,198.0,2.925,385.32,385.32,201106,2,2,2,6,Hibernating,2
12494.0,16,77,1116.75,707.0,2.827142857142857,1116.75,1116.75,201111,4,4,4,12,Loyal Customers,2
12497.0,82,14,327.63,353.0,1.31,327.63,327.63,201109,2,1,2,5,Hibernating,2
12498.0,21,23,372.20000000000005,159.0,3.284782608695652,372.20000000000005,372.20000000000005,201111,4,2,2,8,Potential Loyalist,2
12500.0,23,61,1642.3600000000001,832.0,3.6901639344262294,1642.3600000000001,1642.3600000000001,201111,4,4,4,12,Loyal Customers,2
12501.0,337,149,2040.63,1720.0,2.203288590604027,2040.63,2040.63,201101,1,5,5,11,Can't Lose Them,0
12502.0,96,147,2779.27,799.0,4.832040816326531,2779.27,2779.27,201109,2,5,5,12,Can't Lose Them,2
12504.0,18,9,375.0,90.0,6.111111111111111,375.0,375.0,201111,4,1,2,7,,2
12506.0,233,23,72.6,23.0,3.1565217391304343,72.6,72.6,201104,1,2,1,4,Hibernating,2
12507.0,134,21,608.14,352.0,2.660476190476191,608.14,608.14,201107,2,2,3,7,,2
12508.0,26,68,397.88,271.0,1.7400000000000002,397.88,397.88,201111,4,4,2,10,,2
12509.0,284,7,162.0,55.0,3.9214285714285713,162.0,162.0,201102,1,1,1,3,Hibernating,2
12510.0,143,33,786.5799999999999,332.0,3.0072727272727273,786.5799999999999,786.5799999999999,201107,2,3,3,8,At Risk,2
12512.0,66,31,131.73,96.0,2.6258064516129034,131.73,131.73,201110,3,3,1,7,Regular Customers,2
12513.0,113,35,565.04,462.0,1.7305714285714286,565.04,565.04,201108,2,3,3,8,At Risk,2
12514.0,267,51,959.68,440.0,2.9292156862745093,959.68,959.68,201103,1,3,4,8,At Risk,2
12515.0,353,16,273.3,131.0,4.190625,273.3,273.3,201012,1,2,2,5,Hibernating,2
12516.0,78,26,842.19,544.0,1.9180769230769232,842.19,842.19,201109,2,2,4,8,,2
12517.0,28,279,2364.35,1361.0,2.220394265232975,2364.35,2364.35,201111,4,5,5,14,Loyal Customers,0
12518.0,1,124,1915.09,1318.0,2.3500806451612903,1915.09,1915.09,201112,5,5,5,15,Champions,0
12519.0,64,17,295.34,175.0,2.417058823529412,295.34,295.34,201110,3,2,2,7,About To Sleep,2
12520.0,79,152,2376.56,1439.0,2.6670394736842105,2376.56,2376.56,201109,2,5,5,12,Can't Lose Them,0
12521.0,143,38,559.03,309.0,2.501052631578947,559.03,559.03,201107,2,3,3,8,At Risk,2
12522.0,39,12,168.8,121.0,3.250833333333333,168.8,168.8,201110,3,1,1,5,About To Sleep,2
12523.0,19,106,1619.25,844.0,3.7703773584905664,1619.25,1619.25,201111,4,4,4,12,Loyal Customers,2
12524.0,9,144,3098.46,2283.0,2.2000694444444444,3098.46,3098.46,201111,5,5,5,15,Champions,0
12526.0,1,71,1209.46,632.0,2.7467605633802816,1209.46,1209.46,201112,5,4,4,13,Champions,2
12527.0,82,18,334.21000000000004,234.0,2.2905555555555557,334.21000000000004,334.21000000000004,201109,2,2,2,6,Hibernating,2
12528.0,9,92,1624.13,756.0,3.9835869565217394,1624.13,1624.13,201111,5,4,4,13,Champions,2
12530.0,60,66,1377.94,749.0,2.7824242424242427,1377.94,1377.94,201110,3,4,4,11,Loyal Customers,2
12531.0,15,17,102.77,45.0,2.4888235294117647,102.77,102.77,201111,4,2,1,7,,2
12532.0,30,16,327.33000000000004,153.0,2.995,327.33000000000004,327.33000000000004,201111,4,2,2,8,Potential Loyalist,2
12534.0,131,63,986.23,651.0,2.4996825396825395,986.23,986.23,201108,2,4,4,10,At Risk,2
12535.0,92,34,697.85,219.0,4.264705882352941,697.85,697.85,201109,2,3,3,8,At Risk,2
12536.0,43,261,4088.55,2725.0,2.594865900383142,4088.55,4088.55,201110,3,5,5,13,Loyal Customers,0
12538.0,29,21,348.75,191.0,3.3980952380952383,348.75,348.75,201111,4,2,2,8,Potential Loyalist,2
12539.0,22,273,5034.1,2067.0,3.571025641025641,5034.1,5034.1,201111,4,5,5,14,Loyal Customers,0
12540.0,20,478,10981.8,6315.0,2.70092050209205,10981.8,10981.8,201111,4,5,5,14,Loyal Customers,3
12541.0,30,52,856.83,671.0,2.313846153846154,856.83,856.83,201111,4,3,4,11,,2
12544.0,36,19,329.9,136.0,3.0036842105263157,329.9,329.9,201111,3,2,2,7,About To Sleep,2
12545.0,75,50,851.8299999999999,514.0,2.9307999999999996,851.8299999999999,851.8299999999999,201109,2,3,4,9,At Risk,2
12546.0,47,69,1040.32,564.0,2.5297101449275363,1040.32,1040.32,201110,3,4,4,11,Loyal Customers,2
12547.0,198,8,166.79999999999998,134.0,2.825,166.79999999999998,166.79999999999998,201105,1,1,1,3,Hibernating,2
12548.0,166,5,74.69999999999999,49.0,2.62,74.69999999999999,74.69999999999999,201106,2,1,1,4,Hibernating,2
12550.0,79,57,853.88,569.0,2.6482456140350874,853.88,853.88,201109,2,3,4,9,At Risk,2
12551.0,358,10,168.0,100.0,1.6800000000000002,168.0,168.0,201012,1,1,1,3,Hibernating,2
12552.0,39,20,300.47,88.0,5.6979999999999995,300.47,300.47,201111,3,2,2,7,About To Sleep,2
12553.0,8,191,3345.72,1869.0,2.616910994764398,3345.72,3345.72,201112,5,5,5,15,Champions,0
12556.0,50,119,581.16,355.0,2.5352100840336136,581.16,581.16,201110,3,4,3,10,Regular Customers,2
12557.0,16,33,1939.4099999999999,891.0,2.1766666666666667,1939.4099999999999,1939.4099999999999,201111,4,3,5,12,,2
12558.0,8,11,251.24,187.0,1.25,251.24,251.24,201112,5,1,2,8,,2
12559.0,311,21,482.76,265.0,2.7514285714285713,482.76,482.76,201102,1,2,3,6,,2
12560.0,5,105,1971.6100000000001,1089.0,2.5343809523809524,1971.6100000000001,1971.6100000000001,201112,5,4,5,14,Champions,0
12561.0,303,16,237.05,177.0,2.908125,237.05,237.05,201102,1,2,2,5,Hibernating,2
12562.0,8,168,3262.68,1659.0,2.55875,3262.68,3262.68,201112,5,5,5,15,Champions,0
12564.0,261,21,396.15,133.0,4.154761904761905,396.15,396.15,201103,1,2,2,5,Hibernating,2
12565.0,289,9,145.92,80.0,2.351111111111111,145.92,145.92,201102,1,1,1,3,Hibernating,2
12566.0,86,19,300.16,244.0,3.040526315789474,300.16,300.16,201109,2,2,2,6,Hibernating,2
12567.0,23,446,8400.11,4226.0,2.9147533632286997,8400.11,8400.11,201111,4,5,5,14,Loyal Customers,3
12569.0,2,188,3468.16,1750.0,3.5688829787234044,3468.16,3468.16,201112,5,5,5,15,Champions,0
12571.0,40,34,512.05,505.0,1.3205882352941176,512.05,512.05,201110,3,3,3,9,Needs Attention,2
12572.0,9,60,877.52,443.0,3.452,877.52,877.52,201112,5,4,4,13,Champions,2
12573.0,227,28,158.09,84.0,2.0089285714285716,158.09,158.09,201104,1,2,1,4,Hibernating,2
12574.0,316,11,192.55,61.0,4.0227272727272725,192.55,192.55,201101,1,1,1,3,Hibernating,2
12576.0,36,88,1265.84,946.0,1.9295454545454547,1265.84,1265.84,201111,3,4,4,11,Loyal Customers,2
12577.0,35,146,615.65,469.0,1.7008219178082191,615.65,615.65,201111,3,5,3,11,Regular Customers,2
12578.0,21,114,2463.01,1187.0,2.674122807017544,2463.01,2463.01,201111,4,4,5,13,Loyal Customers,0
12579.0,78,29,396.62,285.0,2.583448275862069,396.62,396.62,201109,2,2,2,6,Hibernating,2
12580.0,247,24,394.7,238.0,2.17,394.7,394.7,201104,1,2,2,5,Hibernating,2
12581.0,40,15,184.76,161.0,2.029333333333333,184.76,184.76,201110,3,2,1,6,About To Sleep,2
12582.0,239,22,364.98,258.0,2.2772727272727273,364.98,364.98,201104,1,2,2,5,Hibernating,2
12583.0,3,247,6311.53,3709.0,2.3574493927125504,6311.53,6311.53,201112,5,5,5,15,Champions,3
12584.0,4,96,2000.6000000000001,416.0,5.822916666666667,2000.6000000000001,2000.6000000000001,201112,5,4,5,14,Champions,2
12585.0,234,87,1691.15,1104.0,2.7455172413793103,1691.15,1691.15,201104,1,4,4,9,At Risk,0
12586.0,17,11,194.04000000000002,79.0,3.9272727272727277,194.04000000000002,194.04000000000002,201111,4,1,1,6,Promising,2
12587.0,8,4,111.5,51.0,3.435,111.5,111.5,201112,5,1,1,7,New Customers,2
12588.0,39,10,154.65,53.0,5.115,154.65,154.65,201110,3,1,1,5,About To Sleep,2
12589.0,29,35,552.28,306.0,3.1542857142857144,552.28,552.28,201111,4,3,3,10,Potential Loyalist,2
12590.0,211,68,4649.37,1710.0,2.9620588235294116,4649.37,4649.37,201105,1,4,5,10,,0
12591.0,317,26,383.1,228.0,2.786538461538462,383.1,383.1,201101,1,2,2,5,Hibernating,2
12592.0,92,18,411.5,284.0,2.1444444444444444,411.5,411.5,201109,2,2,3,7,,2
12593.0,109,21,397.09999999999997,206.0,2.1523809523809523,397.09999999999997,397.09999999999997,201108,2,2,2,6,Hibernating,2
12594.0,38,118,3099.62,1582.0,2.400677966101695,3099.62,3099.62,201111,3,4,5,12,Loyal Customers,0
12596.0,51,27,423.9,354.0,2.7425925925925925,423.9,423.9,201110,3,2,3,8,Regular Customers,2
12597.0,19,206,3127.3,1996.0,2.999126213592233,3127.3,3127.3,201111,4,5,5,14,Loyal Customers,0
12598.0,10,132,2724.73,1788.0,2.346742424242424,2724.73,2724.73,201111,5,5,5,15,Champions,0
12599.0,29,62,898.63,905.0,1.8108064516129032,898.63,898.63,201111,4,4,4,12,Loyal Customers,2
12600.0,29,64,2313.05,729.0,3.833125,2313.05,2313.05,201111,4,4,5,13,Loyal Customers,2
12601.0,190,28,473.21,236.0,3.4771428571428573,473.21,473.21,201106,1,2,3,6,,2
12602.0,59,12,144.22,162.0,1.5999999999999999,144.22,144.22,201110,3,1,1,5,About To Sleep,2
12603.0,22,2,255.0,34.0,7.5,255.0,255.0,201111,4,1,2,7,,2
12604.0,79,16,243.68,201.0,1.935,243.68,243.68,201109,2,2,2,6,Hibernating,2
12607.0,60,101,1560.31,1219.0,2.0448514851485147,1560.31,1560.31,201110,3,4,4,11,Loyal Customers,0
12609.0,78,60,1009.67,606.0,2.9403333333333337,1009.67,1009.67,201109,2,4,4,10,At Risk,2
12610.0,23,106,1727.1399999999999,1049.0,3.1369811320754715,1727.1399999999999,1727.1399999999999,201111,4,4,5,13,Loyal Customers,0
12611.0,52,65,1048.96,673.0,2.5535384615384613,1048.96,1048.96,201110,3,4,4,11,Loyal Customers,2
12612.0,74,19,679.5300000000001,253.0,3.8863157894736844,679.5300000000001,679.5300000000001,201109,2,2,3,7,,2
12613.0,57,153,3136.9900000000002,1622.0,2.5412418300653594,3136.9900000000002,3136.9900000000002,201110,3,5,5,13,Loyal Customers,0
12614.0,278,20,300.65,76.0,5.175,300.65,300.65,201103,1,2,2,5,Hibernating,2
12615.0,2,105,1971.82,1201.0,2.6096190476190477,1971.82,1971.82,201112,5,4,5,14,Champions,0
12616.0,95,32,641.8,284.0,2.96875,641.8,641.8,201109,2,3,3,8,At Risk,2
12617.0,29,41,348.08,210.0,1.809268292682927,348.08,348.08,201111,4,3,2,9,Potential Loyalist,2
12618.0,22,11,143.91,96.0,3.6427272727272726,143.91,143.91,201111,4,1,1,6,Promising,2
12619.0,16,90,1648.58,1610.0,1.8584444444444443,1648.58,1648.58,201111,4,4,4,12,Loyal Customers,0
12620.0,15,92,1257.94,1061.0,1.953804347826087,1257.94,1257.94,201111,4,4,4,12,Loyal Customers,0
12621.0,2,467,10666.17,5983.0,2.3785867237687364,10666.17,10666.17,201112,5,5,5,15,Champions,3
12622.0,232,11,153.85,69.0,3.8299999999999996,153.85,153.85,201104,1,1,1,3,Hibernating,2
12623.0,276,18,284.1,191.0,2.0455555555555556,284.1,284.1,201103,1,2,2,5,Hibernating,2
12624.0,106,38,590.28,355.0,3.133947368421053,590.28,590.28,201108,2,3,3,8,At Risk,2
12625.0,212,86,2298.27,1537.0,1.8184883720930232,2298.27,2298.27,201105,1,4,5,10,,0
12626.0,23,294,5920.1,3358.0,2.3462244897959184,5920.1,5920.1,201111,4,5,5,14,Loyal Customers,3
12627.0,11,230,4166.31,2465.0,2.499,4166.31,4166.31,201111,5,5,5,15,Champions,0
12628.0,4,41,736.71,435.0,2.7985365853658535,736.71,736.71,201112,5,3,3,11,Potential Loyalist,2
12630.0,10,64,1040.08,548.0,3.07625,1040.08,1040.08,201111,5,4,4,13,Champions,2
12631.0,57,31,501.0,236.0,3.335483870967742,501.0,501.0,201110,3,3,3,9,Needs Attention,2
12633.0,59,101,1762.77,938.0,2.739108910891089,1762.77,1762.77,201110,3,4,5,12,Loyal Customers,2
12635.0,90,101,1548.28,1078.0,2.1993069306930693,1548.28,1548.28,201109,2,4,4,10,At Risk,0
12637.0,67,382,5722.66,2958.0,2.4465706806282723,5722.66,5722.66,201110,3,5,5,13,Loyal Customers,0
12638.0,33,39,539.59,572.0,1.7266666666666668,539.59,539.59,201111,4,3,3,10,Potential Loyalist,2
12639.0,239,22,377.8,201.0,2.9704545454545452,377.8,377.8,201104,1,2,2,5,Hibernating,2
12640.0,24,53,969.53,311.0,4.416981132075471,969.53,969.53,201111,4,3,4,11,,2
12641.0,115,10,151.4,72.0,3.6149999999999998,151.4,151.4,201108,2,1,1,4,Hibernating,2
12642.0,25,47,889.45,522.0,2.6459574468085107,889.45,889.45,201111,4,3,4,11,,2
12643.0,128,24,1059.86,500.0,3.0420833333333337,1059.86,1059.86,201108,2,2,4,8,,2
12644.0,130,31,465.15,316.0,2.5706451612903227,465.15,465.15,201108,2,3,3,8,At Risk,2
12645.0,34,73,1634.93,1039.0,2.035753424657534,1634.93,1634.93,201111,3,4,4,11,Loyal Customers,0
12646.0,5,45,1139.8700000000001,704.0,2.216,1139.8700000000001,1139.8700000000001,201112,5,3,4,12,,2
12647.0,22,121,2723.89,1161.0,3.7934710743801654,2723.89,2723.89,201111,4,5,5,14,Loyal Customers,0
12648.0,155,21,300.3,160.0,2.6033333333333335,300.3,300.3,201107,2,2,2,6,Hibernating,2
12649.0,107,31,570.38,450.0,2.0196774193548386,570.38,570.38,201108,2,3,3,8,At Risk,2
12650.0,3,20,272.44,254.0,1.4095,272.44,272.44,201112,5,2,2,9,Potential Loyalist,2
12651.0,335,9,114.0,78.0,2.244444444444445,114.0,114.0,201101,1,1,1,3,Hibernating,2
12652.0,331,48,829.78,505.0,2.504583333333333,829.78,829.78,201101,1,3,4,8,At Risk,2
